id,lat,lon
570,34.43051984,-78.29975442
571,34.31303398,-77.62455876
572,34.0595603,-118.6053129
573,34.20402204,-117.9399999
574,34.34428683,-117.2720672
575,34.48032599,-116.6015782
576,34.6121116,-115.9285979
577,34.73961656,-115.2531929
578,34.86281453,-114.5754317
579,34.98168,-113.8953841
580,35.09618829,-113.2131217
581,35.20631555,-112.5287175
582,35.31203878,-111.8422463
583,35.41333585,-111.153784
584,35.51018548,-110.4634082
585,35.60256731,-109.7711977
586,35.69046185,-109.0772328
587,35.77385051,-108.3815951
588,35.85271565,-107.6843673
589,35.92704051,-106.9856335
590,35.99680931,-106.2854787
591,36.06200717,-105.5839891
592,36.12262018,-104.8812519
593,36.1786354,-104.1773554
594,36.23004084,-103.4723885
595,36.27682547,-102.7664412
596,36.31897928,-102.0596042
597,36.35649319,-101.3519688
598,36.38935915,-100.6436269
599,36.41757008,-99.93467119
600,36.44111992,-99.22519462
601,36.46000358,-98.51529066
602,36.47421699,-97.80505306
603,36.48375709,-97.09457589
604,36.48862182,-96.38395337
605,36.48881014,-95.67327985
606,36.48432199,-94.96264973
607,36.47515836,-94.25215736
