GEO_ID	REGION	DIVISION	STATEFP	STATENS	STUSPS	NAME	LAT	LON	"LAT,LON"	ADDRESS	STREET	CITY	COUNTRY
456	4	9	6	1779778	CA	California	33.234754	-116.943978	"33.234754,-116.943978"	"27815 N Lake Wohlford Rd,Valley Center,CA 92082,USA"	27815 N Lake Wohlford Rd	Valley Center	USA
457	4	9	6	1779778	CA	California	33.368445	-116.283053	"33.368445,-116.283053"	"Unnamed Rd,Borrego Springs,CA 92004,USA"	Unnamed Rd	Borrego Springs	USA
458	4	9	6	1779778	CA	California	33.497954	-115.619746	"33.497954,-115.619746"	"Bradshaw Rd,CA,USA"		Bradshaw Rd	USA
459	4	9	6	1779778	CA	California	33.623254	-114.954122	"33.623254,-114.954122"	"Christopher Columbus Transcontinental Hwy,CA,USA"		Christopher Columbus Transcontinental Hwy	USA
460	4	8	4	1779777	AZ	Arizona	33.74432	-114.286246	"33.74432,-114.286246"	"Boyer Gap,Quartzsite,AZ 85346,USA"	Boyer Gap	Quartzsite	USA
461	4	8	4	1779777	AZ	Arizona	33.861125	-113.616186	"33.861125,-113.616186"	"Cottonwood Pass,Wenden,AZ 85357,USA"	Cottonwood Pass	Wenden	USA
462	4	8	4	1779777	AZ	Arizona	33.973647	-112.944011	"33.973647,-112.944011"	"Unnamed Rd,Morristown,AZ 85342,USA"	Unnamed Rd	Morristown	USA
463	4	8	4	1779777	AZ	Arizona	34.081863	-112.26979	"34.081863,-112.26979"	"Unnamed Rd,Crown King,AZ 86343,USA"	Unnamed Rd	Crown King	USA
464	4	8	4	1779777	AZ	Arizona	34.185749	-111.593595	"34.185749,-111.593595"	"Arizona Trail,Tonto National Forest,Payson,AZ 85541,USA"	Arizona TrailTonto National Forest	Payson	USA
465	4	8	4	1779777	AZ	Arizona	34.285285	-110.9155	"34.285285,-110.9155"	"E Colcord Rd,Tonto National Forest,Payson,AZ 85541,USA"	E Colcord RdTonto National Forest	Payson	USA
466	4	8	4	1779777	AZ	Arizona	34.380449	-110.235578	"34.380449,-110.235578"	"Unnamed Rd,Sitgreaves National Forest,Clay Springs,AZ 85923,USA"	Unnamed RdSitgreaves National Forest	Clay Springs	USA
467	4	8	4	1779777	AZ	Arizona	34.471221	-109.553906	"34.471221,-109.553906"	"Unnamed Rd,Concho,AZ 85924,USA"	Unnamed Rd	Concho	USA
468	4	8	35	897535	NM	New Mexico	34.557584	-108.870559	"34.557584,-108.870559"	"Catron County Road A009,Quemado,NM 87829,USA"	Catron County Road A009	Quemado	USA
469	4	8	35	897535	NM	New Mexico	34.639518	-108.185617	"34.639518,-108.185617"	"State Highway 117,Quemado,NM 87829,USA"	State Highway 117	Quemado	USA
470	4	8	35	897535	NM	New Mexico	34.717006	-107.499158	"34.717006,-107.499158"	"Unnamed Rd,PUEBLO OF ACOMA,NM 87034,USA"	Unnamed Rd	PUEBLO OF ACOMA	USA
471	4	8	35	897535	NM	New Mexico	34.790033	-106.811262	"34.790033,-106.811262"	"Att Rd,Los Lunas,NM 87031,USA"	Att Rd	Los Lunas	USA
472	4	8	35	897535	NM	New Mexico	34.858583	-106.122011	"34.858583,-106.122011"	"Unnamed Rd,Estancia,NM 87016,USA"	Unnamed Rd	Estancia	USA
473	4	8	35	897535	NM	New Mexico	34.922641	-105.431488	"34.922641,-105.431488"	"Unnamed Rd,Encino,NM 88321,USA"	Unnamed Rd	Encino	USA
474	4	8	35	897535	NM	New Mexico	34.982193	-104.739775	"34.982193,-104.739775"	"4 G,Santa Rosa,NM 88435,USA"	4 G	Santa Rosa	USA
475	4	8	35	897535	NM	New Mexico	35.037228	-104.046957	"35.037228,-104.046957"	"Unnamed Rd,Tucumcari,NM 88401,USA"	Unnamed Rd	Tucumcari	USA
476	4	8	35	897535	NM	New Mexico	35.087733	-103.353119	"35.087733,-103.353119"	"Q R 57,San Jon,NM 88434,USA"	Q R 57	San Jon	USA
477	3	7	48	1779801	TX	Texas	35.133698	-102.658347	"35.133698,-102.658347"	"State Highway 214,Hereford,TX 79045,USA"	State Highway 214	Hereford	USA
478	3	7	48	1779801	TX	Texas	35.175113	-101.962726	"35.175113,-101.962726"	"W County Road 34,Amarillo,TX 79124,USA"	W County Road 34	Amarillo	USA
479	3	7	48	1779801	TX	Texas	35.211969	-101.266345	"35.211969,-101.266345"	"Interstate 40 Frontage Rd,Groom,TX 79039,USA"	Interstate 40 Frontage Rd	Groom	USA
480	3	7	48	1779801	TX	Texas	35.244259	-100.56929	"35.244259,-100.56929"	"Z Rd,McLean,TX 79057,USA"	Z Rd	McLean	USA
481	3	7	40	1102857	OK	Oklahoma	35.271975	-99.871651	"35.271975,-99.871651"	"State Highway 30,Erick,OK 73645,USA"	State Highway 30	Erick	USA
482	3	7	40	1102857	OK	Oklahoma	35.295112	-99.173515	"35.295112,-99.173515"	"State Highway 44,Dill City,OK 73641,USA"	State Highway 44	Dill City	USA
483	3	7	40	1102857	OK	Oklahoma	35.313664	-98.474972	"35.313664,-98.474972"	"E1170 Rd,Lookeba,OK 73053,USA"	E1170 Rd	Lookeba	USA
484	3	7	40	1102857	OK	Oklahoma	35.327628	-97.776112	"35.327628,-97.776112"	"N Frisco Rd,Tuttle,OK 73089,USA"	N Frisco Rd	Tuttle	USA
485	3	7	40	1102857	OK	Oklahoma	35.337001	-97.077023	"35.337001,-97.077023"	"91 Johnson Rd,Shawnee,OK 74801,USA"	91 Johnson Rd	Shawnee	USA
486	3	7	40	1102857	OK	Oklahoma	35.34178	-96.377795	"35.34178,-96.377795"	"N3730 Rd,Bearden,OK 74859,USA"	N3730 Rd	Bearden	USA
487	3	7	40	1102857	OK	Oklahoma	35.341965	-95.678519	"35.341965,-95.678519"	"E1150 Rd,Eufaula,OK 74432,USA"	E1150 Rd	Eufaula	USA
488	3	7	40	1102857	OK	Oklahoma	35.337556	-94.979284	"35.337556,-94.979284"	"E County Road 1160,Keota,OK 74941,USA"	E County Road 1160	Keota	USA
489	3	7	5	68085	AR	Arkansas	35.328553	-94.280181	"35.328553,-94.280181"	"State Highway 4,Barling,AR 72923,USA"	State Highway 4	Barling	USA
490	3	7	5	68085	AR	Arkansas	35.314959	-93.581299	"35.314959,-93.581299"	"965 Trusty Ln,Subiaco,AR 72865,USA"	965 Trusty Ln	Subiaco	USA
491	3	7	5	68085	AR	Arkansas	35.296776	-92.882727	"35.296776,-92.882727"	"3840 State Highway 247,Atkins,AR 72823,USA"	3840 State Highway 247	Atkins	USA
492	3	7	5	68085	AR	Arkansas	35.274008	-92.184555	"35.274008,-92.184555"	"15-63 Shock Rd,Mt Vernon,AR 72111,USA"	15-63 Shock Rd	Mt Vernon	USA
493	3	7	5	68085	AR	Arkansas	35.246661	-91.486872	"35.246661,-91.486872"	"624 Hurricane Lake Rd,Bald Knob,AR 72010,USA"	624 Hurricane Lake Rd	Bald Knob	USA
494	3	7	5	68085	AR	Arkansas	35.214739	-90.789768	"35.214739,-90.789768"	"1100-1198 Rowena St,Wynne,AR 72396,USA"	1100-1198 Rowena St	Wynne	USA
495	3	6	47	1325873	TN	Tennessee	35.17825	-90.093329	"35.17825,-90.093329"	"Gabe Dr,Memphis,TN 38103,USA"	Gabe Dr	Memphis	USA
496	3	6	47	1325873	TN	Tennessee	35.137202	-89.397644	"35.137202,-89.397644"	"900-924 Diffee Rd,Moscow,TN 38057,USA"	900-924 Diffee Rd	Moscow	USA
497	3	6	47	1325873	TN	Tennessee	35.091603	-88.7028	"35.091603,-88.7028"	"8185-9249 Sulphur Springs Rd,Pocahontas,TN 38061,USA"	8185-9249 Sulphur Springs Rd	Pocahontas	USA
498	3	6	47	1325873	TN	Tennessee	35.041463	-88.008883	"35.041463,-88.008883"	"265 Holly Branch Rd,Savannah,TN 38372,USA"	265 Holly Branch Rd	Savannah	USA
499	3	6	1	1779775	AL	Alabama	34.986793	-87.31598	"34.986793,-87.31598"	"1277 Lauderdale County 495,Anderson,AL 35610,USA"	1277 Lauderdale County 495	Anderson	USA
500	3	6	1	1779775	AL	Alabama	34.927604	-86.624175	"34.927604,-86.624175"	"334 Simmons Cir,Hazel Green,AL 35750,USA"	334 Simmons Cir	Hazel Green	USA
501	3	6	1	1779775	AL	Alabama	34.863908	-85.933553	"34.863908,-85.933553"	"County Road 53,Stevenson,AL 35772,USA"	County Road 53	Stevenson	USA
502	3	5	13	1705317	GA	Georgia	34.79572	-85.244196	"34.79572,-85.244196"	"103 Chastain Dr,LaFayette,GA 30728,USA"	103 Chastain Dr	LaFayette	USA
503	3	5	13	1705317	GA	Georgia	34.723053	-84.556189	"34.723053,-84.556189"	"1167-2209 County Road 28,Ellijay,GA 30540,USA"	1167-2209 County Road 28	Ellijay	USA
504	3	5	13	1705317	GA	Georgia	34.645923	-83.869611	"34.645923,-83.869611"	"Stanley Nix Rd,Cleveland,GA 30528,USA"	Stanley Nix Rd	Cleveland	USA
505	3	5	13	1705317	GA	Georgia	34.564347	-83.184543	"34.564347,-83.184543"	"Unnamed Rd,Martin,GA 30557,USA"	Unnamed Rd	Martin	USA
506	3	5	45	1779799	SC	South Carolina	34.47834	-82.501065	"34.47834,-82.501065"	"1530 Henry Thomas Rd,Belton,SC 29627,USA"	1530 Henry Thomas Rd	Belton	USA
507	3	5	45	1779799	SC	South Carolina	34.387922	-81.819255	"34.387922,-81.819255"	"1035 Hopewell Church Rd,Clinton,SC 29325,USA"	1035 Hopewell Church Rd	Clinton	USA
508	3	5	45	1779799	SC	South Carolina	34.293111	-81.13919	"34.293111,-81.13919"	"3079 State Road S-20-304,Winnsboro,SC 29180,USA"	3079 State Road S-20-304	Winnsboro	USA
509	3	5	45	1779799	SC	South Carolina	34.193927	-80.460945	"34.193927,-80.460945"	"400-788 State Road S-28-562,Camden,SC 29020,USA"	400-788 State Road S-28-562	Camden	USA
510	3	5	45	1779799	SC	South Carolina	34.09039	-79.784594	"34.09039,-79.784594"	"430 Mclaughlin Rd,Effingham,SC 29541,USA"	430 Mclaughlin Rd	Effingham	USA
511	3	5	45	1779799	SC	South Carolina	33.982522	-79.110212	"33.982522,-79.110212"	"2934-2958 Magnolia Hwy,Aynor,SC 29511,USA"	2934-2958 Magnolia Hwy	Aynor	USA
512	3	5	37	1027616	NC	North Carolina	33.870346	-78.437869	"33.870346,-78.437869"	"251 W 1st St,Ocean Isle Beach,NC 28469,USA"	251 W 1st St	Ocean Isle Beach	USA
513	4	9	6	1779778	CA	California	33.650297	-117.769948	"33.650297,-117.769948"	"Rhythm,Irvine,CA 92603,USA"	Rhythm	Irvine	USA
514	4	9	6	1779778	CA	California	33.789349	-117.106772	"33.789349,-117.106772"	"31790 V??a Del Senor,Nuevo,CA 92567,USA"	31790 V??a Del Senor	Nuevo	USA
515	4	9	6	1779778	CA	California	33.924212	-116.441097	"33.924212,-116.441097"	"17001-17253 Corkill Rd,Desert Hot Springs,CA 92241,USA"	17001-17253 Corkill Rd	Desert Hot Springs	USA
516	4	9	6	1779778	CA	California	34.054856	-115.772987	"34.054856,-115.772987"	"Unnamed Rd,Twentynine Palms,CA 92277,USA"	Unnamed Rd	Twentynine Palms	USA
517	4	9	6	1779778	CA	California	34.181256	-115.102506	"34.181256,-115.102506"	"3892-4932 Iron Mountain Pump Plant Rd,Twentynine Palms,CA 92277,USA"	3892-4932 Iron Mountain Pump Plant Rd	Twentynine Palms	USA
518	4	9	6	1779778	CA	California	34.303384	-114.429721	"34.303384,-114.429721"	"Unnamed Rd,CA,USA"		Unnamed Rd	USA
519	4	8	4	1779777	AZ	Arizona	34.421217	-113.754703	"34.421217,-113.754703"	"Unnamed Rd,Yucca,AZ 86438,USA"	Unnamed Rd	Yucca	USA
520	4	8	4	1779777	AZ	Arizona	34.53473	-113.077519	"34.53473,-113.077519"	"H Ranch,Bagdad,AZ 86321,USA"	H Ranch	Bagdad	USA
521	4	8	4	1779777	AZ	Arizona	34.643899	-112.398243	"34.643899,-112.398243"	"Peavine Trail (Prescott Peavine Trail),Prescott,AZ 86301,USA"	Peavine Trail (Prescott Peavine Trail)	Prescott	USA
522	4	8	4	1779777	AZ	Arizona	34.748701	-111.716948	"34.748701,-111.716948"	"Interstate 17,Sedona,AZ 86351,USA"	Interstate 17	Sedona	USA
523	4	8	4	1779777	AZ	Arizona	34.849115	-111.033707	"34.849115,-111.033707"	"Unnamed Rd,AZ,USA"		Unnamed Rd	USA
524	4	8	4	1779777	AZ	Arizona	34.94512	-110.348597	"34.94512,-110.348597"	"4459 Frontage Rd,Joseph City,AZ 86032,USA"	4459 Frontage Rd	Joseph City	USA
525	4	8	4	1779777	AZ	Arizona	35.036695	-109.661695	"35.036695,-109.661695"	"Unnamed Rd,Petrified Forest National Park,Chambers,AZ 86502,USA"	Unnamed RdPetrified Forest National Park	Chambers	USA
526	4	8	35	897535	NM	New Mexico	35.123821	-108.973079	"35.123821,-108.973079"	"Indn Service Rte 24,NM,USA"		Indn Service Rte 24	USA
527	4	8	35	897535	NM	New Mexico	35.20648	-108.282829	"35.20648,-108.282829"	"Unnamed Rd,Cibola National Forest,NM,USA"	Unnamed Rd	Cibola National Forest	USA
528	4	8	35	897535	NM	New Mexico	35.284655	-107.591027	"35.284655,-107.591027"	"Unnamed Rd,Cibola National Forest,Grants,NM 87020,USA"	Unnamed RdCibola National Forest	Grants	USA
529	4	8	35	897535	NM	New Mexico	35.358329	-106.897754	"35.358329,-106.897754"	"Unnamed Rd,Rio Rancho,NM 87144,USA"	Unnamed Rd	Rio Rancho	USA
530	4	8	35	897535	NM	New Mexico	35.427487	-106.203093	"35.427487,-106.203093"	"Camino Cerro Chato,Cerrillos,NM 87010,USA"	Camino Cerro Chato	Cerrillos	USA
531	4	8	35	897535	NM	New Mexico	35.492113	-105.507129	"35.492113,-105.507129"	"Unnamed Rd,Santa Fe National Forest,Las Vegas,NM 87701,USA"	Unnamed RdSanta Fe National Forest	Las Vegas	USA
532	4	8	35	897535	NM	New Mexico	35.552194	-104.809947	"35.552194,-104.809947"	"Unnamed Rd,Las Vegas,NM 87701,USA"	Unnamed Rd	Las Vegas	USA
533	4	8	35	897535	NM	New Mexico	35.607718	-104.111634	"35.607718,-104.111634"	"Unnamed Rd,Solano,NM 87746,USA"	Unnamed Rd	Solano	USA
534	4	8	35	897535	NM	New Mexico	35.658672	-103.412275	"35.658672,-103.412275"	"County Road G-1,Nara Visa,NM 88430,USA"	County Road G-1	Nara Visa	USA
535	3	7	48	1779801	TX	Texas	35.705046	-102.711959	"35.705046,-102.711959"	"Unnamed Rd,Dalhart,TX 79022,USA"	Unnamed Rd	Dalhart	USA
536	3	7	48	1779801	TX	Texas	35.746829	-102.010775	"35.746829,-102.010775"	"Rainbow Rd,Dumas,TX 79029,USA"	Rainbow Rd	Dumas	USA
537	3	7	48	1779801	TX	Texas	35.784013	-101.308812	"35.784013,-101.308812"	"Plemons Rd,Skellytown,TX 79080,USA"	Plemons Rd	Skellytown	USA
538	3	7	48	1779801	TX	Texas	35.81659	-100.606159	"35.81659,-100.606159"	"Quarter Horse Rd,Miami,TX 79059,USA"	Quarter Horse Rd	Miami	USA
539	3	7	40	1102857	OK	Oklahoma	35.844553	-99.902907	"35.844553,-99.902907"	"E0810 Rd,Durham,OK 73642,USA"	E0810 Rd	Durham	USA
540	3	7	40	1102857	OK	Oklahoma	35.867896	-99.199146	"35.867896,-99.199146"	"Unnamed Rd,Butler,OK 73625,USA"	Unnamed Rd	Butler	USA
541	3	7	40	1102857	OK	Oklahoma	35.886613	-98.494968	"35.886613,-98.494968"	"E0780 Rd,Watonga,OK 73772,USA"	E0780 Rd	Watonga	USA
542	3	7	40	1102857	OK	Oklahoma	35.900702	-97.790465	"35.900702,-97.790465"	"E0770 Rd,Kingfisher,OK 73750,USA"	E0770 Rd	Kingfisher	USA
543	3	7	40	1102857	OK	Oklahoma	35.910158	-97.085728	"35.910158,-97.085728"	"N3320 Rd,Perkins,OK 74059,USA"	N3320 Rd	Perkins	USA
544	3	7	40	1102857	OK	Oklahoma	35.91498	-96.380849	"35.91498,-96.380849"	"34712 W 171st St S,Bristow,OK 74010,USA"	34712 W 171st St S	Bristow	USA
545	3	7	40	1102857	OK	Oklahoma	35.915166	-95.67592	"35.915166,-95.67592"	"16595 S 273rd E Ave,Coweta,OK 74429,USA"	16595 S 273rd E Ave	Coweta	USA
546	3	7	40	1102857	OK	Oklahoma	35.910718	-94.971034	"35.910718,-94.971034"	"144-198 E Choctaw St,Tahlequah,OK 74464,USA"	144-198 E Choctaw St	Tahlequah	USA
547	3	7	5	68085	AR	Arkansas	35.901635	-94.266282	"35.901635,-94.266282"	"12179 Sheehan Rd,West Fork,AR 72774,USA"	12179 Sheehan Rd	West Fork	USA
548	3	7	5	68085	AR	Arkansas	35.887919	-93.561757	"35.887919,-93.561757"	"County Road 136,Ozark National Forest,Pettigrew,AR 72752,USA"	County Road 136Ozark National Forest	Pettigrew	USA
549	3	7	5	68085	AR	Arkansas	35.869575	-92.857549	"35.869575,-92.857549"	"State Highway 377,Marshall,AR 72650,USA"	State Highway 377	Marshall	USA
550	3	7	5	68085	AR	Arkansas	35.846604	-92.153752	"35.846604,-92.153752"	"1265 Hub Willis Rd,Mountain View,AR 72560,USA"	1265 Hub Willis Rd	Mountain View	USA
551	3	7	5	68085	AR	Arkansas	35.819013	-91.450455	"35.819013,-91.450455"	"102 4 Oaks Ln,Charlotte,AR 72522,USA"	102 4 Oaks Ln	Charlotte	USA
552	3	7	5	68085	AR	Arkansas	35.786808	-90.747751	"35.786808,-90.747751"	"4701 Darr Hill Rd,Jonesboro,AR 72404,USA"	4701 Darr Hill Rd	Jonesboro	USA
553	3	7	5	68085	AR	Arkansas	35.749994	-90.045729	"35.749994,-90.045729"	"101-263 S County Road 439,Osceola,AR 72370,USA"	101-263 S County Road 439	Osceola	USA
554	3	6	47	1325873	TN	Tennessee	35.708581	-89.344478	"35.708581,-89.344478"	"626 Tibbs Forked Deer Rd,Brownsville,TN 38012,USA"	626 Tibbs Forked Deer Rd	Brownsville	USA
555	3	6	47	1325873	TN	Tennessee	35.662577	-88.644089	"35.662577,-88.644089"	"31 Liberty Claybrook Rd,Beech Bluff,TN 38313,USA"	31 Liberty Claybrook Rd	Beech Bluff	USA
556	3	6	47	1325873	TN	Tennessee	35.611991	-87.94465	"35.611991,-87.94465"	"Unnamed Rd,Linden,TN 37096,USA"	Unnamed Rd	Linden	USA
557	3	6	47	1325873	TN	Tennessee	35.556835	-87.246249	"35.556835,-87.246249"	"1252 Old Gibson Hollow Rd,Mt Pleasant,TN 38474,USA"	1252 Old Gibson Hollow Rd	Mt Pleasant	USA
558	3	6	47	1325873	TN	Tennessee	35.49712	-86.548973	"35.49712,-86.548973"	"411 Temple Ford Rd,Shelbyville,TN 37160,USA"	411 Temple Ford Rd	Shelbyville	USA
559	3	6	47	1325873	TN	Tennessee	35.432859	-85.852908	"35.432859,-85.852908"	"2744 Cabbage Patch Rd,Altamont,TN 37301,USA"	2744 Cabbage Patch Rd	Altamont	USA
560	3	6	47	1325873	TN	Tennessee	35.364066	-85.158139	"35.364066,-85.158139"	"1122 Retro Hughes Rd,Sale Creek,TN 37373,USA"	1122 Retro Hughes Rd	Sale Creek	USA
561	3	6	47	1325873	TN	Tennessee	35.290756	-84.464751	"35.290756,-84.464751"	"Unnamed Rd,Cherokee National Forest,Reliance,TN 37369,USA"	Unnamed RdCherokee National Forest	Reliance	USA
562	3	5	37	1027616	NC	North Carolina	35.212942	-83.772828	"35.212942,-83.772828"	"1129 Rocky Creek Rd,Nantahala National Forest,Andrews,NC 28901,USA"	1129 Rocky Creek RdNantahala National Forest	Andrews	USA
563	3	5	37	1027616	NC	North Carolina	35.130644	-83.08245	"35.130644,-83.08245"	"160 Headwater Dr,Nantahala National Forest,Glenville,NC 28736,USA"	160 Headwater DrNantahala National Forest	Glenville	USA
564	3	5	45	1779799	SC	South Carolina	35.043876	-82.3937	"35.043876,-82.3937"	"522 Mush Creek Rd,Travelers Rest,SC 29690,USA"	522 Mush Creek Rd	Travelers Rest	USA
565	3	5	45	1779799	SC	South Carolina	34.952659	-81.706656	"34.952659,-81.706656"	"1470 Asbury Rd,Gaffney,SC 29340,USA"	1470 Asbury Rd	Gaffney	USA
566	3	5	45	1779799	SC	South Carolina	34.85701	-81.021399	"34.85701,-81.021399"	"3497 Marshall Rd,Rock Hill,SC 29730,USA"	3497 Marshall Rd	Rock Hill	USA
567	3	5	45	1779799	SC	South Carolina	34.756951	-80.338005	"34.756951,-80.338005"	"McCray Rd,Pageland,SC 29728,USA"	McCray Rd	Pageland	USA
568	3	5	45	1779799	SC	South Carolina	34.652501	-79.65655	"34.652501,-79.65655"	"Laney Ln,Bennettsville,SC 29512,USA"	Laney Ln	Bennettsville	USA
569	3	5	37	1027616	NC	North Carolina	34.543683	-78.977108	"34.543683,-78.977108"	"827 Long Branch Dr,Lumberton,NC 28358,USA"	827 Long Branch Dr	Lumberton	USA
570	3	5	37	1027616	NC	North Carolina	34.430519	-78.299754	"34.430519,-78.299754"	"Unnamed Rd,Kelly,NC 28448,USA"	Unnamed Rd	Kelly	USA
571	3	5	37	1027616	NC	North Carolina	34.313033	-77.624558	"34.313033,-77.624558"	"2122 Shoreline Dr,Holly Ridge,NC 28445,USA"	2122 Shoreline Dr	Holly Ridge	USA
572	4	9	6	1779778	CA	California	34.05956	-118.605312	"34.05956,-118.605312"	"3463 Tuna Canyon Rd,Topanga Canyon,CA 90290,USA"	3463 Tuna Canyon Rd	Topanga Canyon	USA
573	4	9	6	1779778	CA	California	34.204022	-117.939999	"34.204022,-117.939999"	"Silver Fish Truck Trail,Angeles National Forest,Azusa,CA 91702,USA"	Silver Fish Truck TrailAngeles National Forest	Azusa	USA
574	4	9	6	1779778	CA	California	34.344286	-117.272067	"34.344286,-117.272067"	"18001-18049 State Highway 173,Hesperia,CA 92345,USA"	18001-18049 State Highway 173	Hesperia	USA
575	4	9	6	1779778	CA	California	34.480325	-116.601578	"34.480325,-116.601578"	"11295 Pony Rd,Landers,CA 92285,USA"	11295 Pony Rd	Landers	USA
576	4	9	6	1779778	CA	California	34.612111	-115.928597	"34.612111,-115.928597"	"National Trails Hwy,CA,USA"		National Trails Hwy	USA
577	4	9	6	1779778	CA	California	34.739616	-115.253192	"34.739616,-115.253192"	"Essex Rd,Essex,CA 92332,USA"	Essex Rd	Essex	USA
578	4	8	4	1779777	AZ	Arizona	34.862814	-114.575431	"34.862814,-114.575431"	"2145 Regents Rd,Mohave Valley,AZ 86440,USA"	2145 Regents Rd	Mohave Valley	USA
579	4	8	4	1779777	AZ	Arizona	34.98168	-113.895384	"34.98168,-113.895384"	"Unnamed Rd,Yucca,AZ 86438,USA"	Unnamed Rd	Yucca	USA
580	4	8	4	1779777	AZ	Arizona	35.096188	-113.213121	"35.096188,-113.213121"	"Unnamed Rd,Prescott,AZ 86305,USA"	Unnamed Rd	Prescott	USA
581	4	8	4	1779777	AZ	Arizona	35.206315	-112.528717	"35.206315,-112.528717"	"Juniper Woods,Ash Fork,AZ 86320,USA"	Juniper Woods	Ash Fork	USA
582	4	8	4	1779777	AZ	Arizona	35.312038	-111.842246	"35.312038,-111.842246"	"Transwestern Rd,Flagstaff,AZ 86001,USA"	Transwestern Rd	Flagstaff	USA
583	4	8	4	1779777	AZ	Arizona	35.413335	-111.153783	"35.413335,-111.153783"	"Indn Route 6910,Leupp,AZ 86035,USA"	Indn Route 6910	Leupp	USA
584	4	8	4	1779777	AZ	Arizona	35.510185	-110.463408	"35.510185,-110.463408"	"Unnamed Rd,Winslow,AZ 86047,USA"	Unnamed Rd	Winslow	USA
585	4	8	4	1779777	AZ	Arizona	35.602567	-109.771197	"35.602567,-109.771197"	"Indn Route 15,Ganado,AZ 86505,USA"	Indn Route 15	Ganado	USA
586	4	8	4	1779777	AZ	Arizona	35.690461	-109.077232	"35.690461,-109.077232"	"Unnamed Rd,Window Rock,AZ 86515,USA"	Unnamed Rd	Window Rock	USA
587	4	8	35	897535	NM	New Mexico	35.77385	-108.381595	"35.77385,-108.381595"	"Indsr 7029,Crownpoint,NM 87313,USA"	Indsr 7029	Crownpoint	USA
588	4	8	35	897535	NM	New Mexico	35.852715	-107.684367	"35.852715,-107.684367"	"Unnamed Rd,Crownpoint,NM 87313,USA"	Unnamed Rd	Crownpoint	USA
589	4	8	35	897535	NM	New Mexico	35.92704	-106.985633	"35.92704,-106.985633"	"5804-5862 U.S. 550,Cuba,NM 87013,USA"	5804-5862 U.S. 550	Cuba	USA
590	4	8	35	897535	NM	New Mexico	35.996809	-106.285478	"35.996809,-106.285478"	"Indn Service Route 606,Los Alamos,NM 87544,USA"	Indn Service Route 606	Los Alamos	USA
591	4	8	35	897535	NM	New Mexico	36.062007	-105.583989	"36.062007,-105.583989"	"La Cueva Canyon Tr 492,Carson National Forest,Vadito,NM 87579,USA"	La Cueva Canyon Tr 492Carson National Forest	Vadito	USA
592	4	8	35	897535	NM	New Mexico	36.12262	-104.881251	"36.12262,-104.881251"	"Unnamed Rd,Wagon Mound,NM 87752,USA"	Unnamed Rd	Wagon Mound	USA
593	4	8	35	897535	NM	New Mexico	36.178635	-104.177355	"36.178635,-104.177355"	"Unnamed Rd,Kiowa National Grassland,Mills,NM 87730,USA"	Unnamed RdKiowa National Grassland	Mills	USA
594	4	8	35	897535	NM	New Mexico	36.23004	-103.472388	"36.23004,-103.472388"	"Unnamed Rd,Clayton,NM 88415,USA"	Unnamed Rd	Clayton	USA
595	3	7	48	1779801	TX	Texas	36.276825	-102.766441	"36.276825,-102.766441"	"1701-1745 Perico Ln,Dalhart,TX 79022,USA"	1701-1745 Perico Ln	Dalhart	USA
596	3	7	48	1779801	TX	Texas	36.318979	-102.059604	"36.318979,-102.059604"	"U.S. 287,Stratford,TX 79084,USA"	U.S. 287	Stratford	USA
597	3	7	48	1779801	TX	Texas	36.356493	-101.351968	"36.356493,-101.351968"	"Farm Road 2535,Gruver,TX 79040,USA"	Farm Road 2535	Gruver	USA
598	3	7	48	1779801	TX	Texas	36.389359	-100.643626	"36.389359,-100.643626"	"Farm to Market 377,Perryton,TX 79070,USA"	Farm to Market 377	Perryton	USA
599	3	7	40	1102857	OK	Oklahoma	36.41757	-99.934671	"36.41757,-99.934671"	"E0410 Rd,Gage,OK 73843,USA"	E0410 Rd	Gage	USA
600	3	7	40	1102857	OK	Oklahoma	36.441119	-99.225194	"36.441119,-99.225194"	"N2120 Rd,Mooreland,OK 73852,USA"	N2120 Rd	Mooreland	USA
601	3	7	40	1102857	OK	Oklahoma	36.460003	-98.51529	"36.460003,-98.51529"	"N2520 Rd,Cleo Springs,OK 73729,USA"	N2520 Rd	Cleo Springs	USA
602	3	7	40	1102857	OK	Oklahoma	36.474216	-97.805053	"36.474216,-97.805053"	"5009 E Lake Hellums Rd,Enid,OK 73701,USA"	5009 E Lake Hellums Rd	Enid	USA
603	3	7	40	1102857	OK	Oklahoma	36.483757	-97.094575	"36.483757,-97.094575"	"Windmill,Red Rock,OK 74651,USA"	Windmill	Red Rock	USA
604	3	7	40	1102857	OK	Oklahoma	36.488621	-96.383953	"36.488621,-96.383953"	"Unnamed Rd,Hominy,OK 74035,USA"	Unnamed Rd	Hominy	USA
605	3	7	40	1102857	OK	Oklahoma	36.48881	-95.673279	"36.48881,-95.673279"	"8905 E 370 Rd,Oologah,OK 74053,USA"	8905 E 370 Rd	Oologah	USA
606	3	7	40	1102857	OK	Oklahoma	36.484321	-94.962649	"36.484321,-94.962649"	"D0370 Rd,Eucha,OK 74342,USA"	D0370 Rd	Eucha	USA
607	3	7	5	68085	AR	Arkansas	36.475158	-94.252157	"36.475158,-94.252157"	"1-99 Professional Ln,Bella Vista,AR 72715,USA"	1-99 Professional Ln	Bella Vista	USA
