GEO_ID	REGION	DIVISION	STATEFP	STATENS	STUSPS	NAME	LAT	LON	"LAT,LON"	ADDRESS	STREET	CITY	COUNTRY
1	3	5	12	294478	FL	Florida	24.641606	-81.692898	"24.641606,-81.692898"	"60 Riviera Rd,Key West,FL 33040,USA"	60 Riviera Rd	Key West	USA
2	3	7	48	1779801	TX	Texas	26.247648	-98.193663	"26.247648,-98.193663"	"5300-5998 N Jackson Rd,McAllen,TX 78504,USA"	5300-5998 N Jackson Rd	McAllen	USA
3	3	7	48	1779801	TX	Texas	26.259717	-97.574192	"26.259717,-97.574192"	"20584-20698 N Robertson Rd,Rio Hondo,TX 78583,USA"	20584-20698 N Robertson Rd	Rio Hondo	USA
4	3	5	12	294478	FL	Florida	25.096318	-80.990754	"25.096318,-80.990754"	"Coastal Prairie Trail,Everglades National Park,Homestead,FL 33034,USA"	Coastal Prairie TrailEverglades National Park	Homestead	USA
5	3	7	48	1779801	TX	Texas	26.7906	-98.833033	"26.7906,-98.833033"	"San Roman Rch,Rio Grande City,TX 78582,USA"	San Roman Rch	Rio Grande City	USA
6	3	7	48	1779801	TX	Texas	26.806786	-98.209358	"26.806786,-98.209358"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
7	3	7	48	1779801	TX	Texas	26.818968	-97.585457	"26.818968,-97.585457"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
8	3	5	12	294478	FL	Florida	25.644706	-80.885451	"25.644706,-80.885451"	"Unnamed Rd,Big Cypress National Preserve,Ochopee,FL 34141,USA"	Unnamed RdBig Cypress National Preserve	Ochopee	USA
9	3	5	12	294478	FL	Florida	25.546709	-80.280562	"25.546709,-80.280562"	"SW 87th Ave,Miami,FL 33190,USA"	SW 87th Ave	Miami	USA
10	3	7	48	1779801	TX	Texas	27.330421	-99.481311	"27.330421,-99.481311"	"Unnamed Rd,Laredo,TX 78046,USA"	Unnamed Rd	Laredo	USA
11	3	7	48	1779801	TX	Texas	27.350796	-98.853443	"27.350796,-98.853443"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
12	3	7	48	1779801	TX	Texas	27.367133	-98.22528	"27.367133,-98.22528"	"Farm to Market 716,Premont,TX 78375,USA"	Farm to Market 716	Premont	USA
13	3	7	48	1779801	TX	Texas	27.379429	-97.596885	"27.379429,-97.596885"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
14	3	5	12	294478	FL	Florida	26.289334	-81.389156	"26.289334,-81.389156"	"10805 Oil Well Rd,Ave Maria,FL 34142,USA"	10805 Oil Well Rd	Ave Maria	USA
15	3	5	12	294478	FL	Florida	26.194237	-80.778675	"26.194237,-80.778675"	"Alligator Alley,Big Cypress National Preserve,FL,USA"	Alligator Alley	Big Cypress National Preserve	USA
16	3	5	12	294478	FL	Florida	26.095332	-80.169697	"26.095332,-80.169697"	"1347-1449 SW 20th Terrace,Fort Lauderdale,FL 33312,USA"	1347-1449 SW 20th Terrace	Fort Lauderdale	USA
17	3	7	48	1779801	TX	Texas	27.891592	-99.506565	"27.891592,-99.506565"	"Unnamed Rd,Laredo,TX 78045,USA"	Unnamed Rd	Laredo	USA
18	3	7	48	1779801	TX	Texas	27.912156	-98.87415	"27.912156,-98.87415"	"Unnamed Rd,Encinal,TX 78019,USA"	Unnamed Rd	Encinal	USA
19	3	7	48	1779801	TX	Texas	27.928645	-98.241432	"27.928645,-98.241432"	"County Road 105,San Diego,TX 78384,USA"	County Road 105	San Diego	USA
20	3	7	48	1779801	TX	Texas	27.941056	-97.608479	"27.941056,-97.608479"	"15681 County Road 54,Odem,TX 78370,USA"	15681 County Road 54	Odem	USA
21	3	7	48	1779801	TX	Texas	27.949387	-96.975356	"27.949387,-96.975356"	"910 N Fulton Beach Rd,Fulton,TX 78382,USA"	910 N Fulton Beach Rd	Fulton	USA
22	3	5	12	294478	FL	Florida	26.932959	-81.901184	"26.932959,-81.901184"	"32950 County Road 74,Punta Gorda,FL 33982,USA"	32950 County Road 74	Punta Gorda	USA
23	3	5	12	294478	FL	Florida	26.840845	-81.285049	"26.840845,-81.285049"	"Unnamed Rd,Moore Haven,FL 33471,USA"	Unnamed Rd	Moore Haven	USA
24	3	5	12	294478	FL	Florida	26.744869	-80.670395	"26.744869,-80.670395"	"Old Vandergrift Rd,Belle Glade,FL 33430,USA"	Old Vandergrift Rd	Belle Glade	USA
25	3	5	12	294478	FL	Florida	26.645051	-80.057275	"26.645051,-80.057275"	"8111 S Dixie Hwy,West Palm Beach,FL 33405,USA"	8111 S Dixie Hwy	West Palm Beach	USA
26	3	7	48	1779801	TX	Texas	28.42902	-100.168838	"28.42902,-100.168838"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
27	3	7	48	1779801	TX	Texas	28.453884	-99.532187	"28.453884,-99.532187"	"Diamond H Rd,Big Wells,TX 78830,USA"	Diamond H Rd	Big Wells	USA
28	3	7	48	1779801	TX	Texas	28.474639	-98.895159	"28.474639,-98.895159"	"Unnamed Rd,Fowlerton,TX 78021,USA"	Unnamed Rd	Fowlerton	USA
29	3	7	48	1779801	TX	Texas	28.491281	-98.257821	"28.491281,-98.257821"	"Unnamed Rd,Three Rivers,TX 78071,USA"	Unnamed Rd	Three Rivers	USA
30	3	7	48	1779801	TX	Texas	28.503807	-97.620242	"28.503807,-97.620242"	"6400-6824 County Road 417,Beeville,TX 78102,USA"	6400-6824 County Road 417	Beeville	USA
31	3	7	48	1779801	TX	Texas	28.512215	-96.98249	"28.512215,-96.98249"	"Unnamed Rd,Tivoli,TX 77990,USA"	Unnamed Rd	Tivoli	USA
32	3	7	48	1779801	TX	Texas	28.516502	-96.344633	"28.516502,-96.344633"	"Collegeport,TX 77428,USA"		Collegeport	USA
33	3	5	12	294478	FL	Florida	27.575429	-82.421707	"27.575429,-82.421707"	"12275 County Road 675,Parrish,FL 34219,USA"	12275 County Road 675	Parrish	USA
34	3	5	12	294478	FL	Florida	27.486381	-81.799858	"27.486381,-81.799858"	"S Myrtle,Zolfo Springs,FL 33890,USA"	S Myrtle	Zolfo Springs	USA
35	3	5	12	294478	FL	Florida	27.393418	-81.179463	"27.393418,-81.179463"	"Rattlesnake Hammock Rd,Lorida,FL 33857,USA"	Rattlesnake Hammock Rd	Lorida	USA
36	3	5	12	294478	FL	Florida	27.296558	-80.560579	"27.296558,-80.560579"	"8900-9182 Germany Canal Rd,Port St Lucie,FL 34987,USA"	8900-9182 Germany Canal Rd	Port St Lucie	USA
37	3	7	48	1779801	TX	Texas	28.992158	-100.199511	"28.992158,-100.199511"	"Farm to Market 481,Eagle Pass,TX 78852,USA"	Farm to Market 481	Eagle Pass	USA
38	3	7	48	1779801	TX	Texas	29.017251	-99.558187	"29.017251,-99.558187"	"Unnamed Rd,Batesville,TX 78829,USA"	Unnamed Rd	Batesville	USA
39	3	7	48	1779801	TX	Texas	29.038198	-98.916477	"29.038198,-98.916477"	"Pr 2707,Bigfoot,TX 78005,USA"	Pr 2707	Bigfoot	USA
40	3	7	48	1779801	TX	Texas	29.054995	-98.274451	"29.054995,-98.274451"	"2627 County Road 136,Floresville,TX 78114,USA"	2627 County Road 136	Floresville	USA
41	3	7	48	1779801	TX	Texas	29.067637	-97.632179	"29.067637,-97.632179"	"8828-9690 State Highway 119,Yorktown,TX 78164,USA"	8828-9690 State Highway 119	Yorktown	USA
42	3	7	48	1779801	TX	Texas	29.076122	-96.989729	"29.076122,-96.989729"	"Hwy 77,Yoakum,TX 77995,USA"	Hwy 77	Yoakum	USA
43	3	7	48	1779801	TX	Texas	29.080449	-96.347172	"29.080449,-96.347172"	"County Road 315,Louise,TX 77455,USA"	County Road 315	Louise	USA
44	3	7	48	1779801	TX	Texas	29.080617	-95.704577	"29.080617,-95.704577"	"6410-6846 Damon Black Ferry Rd,Sweeny,TX 77480,USA"	6410-6846 Damon Black Ferry Rd	Sweeny	USA
45	3	5	12	294478	FL	Florida	28.130693	-82.323276	"28.130693,-82.323276"	"10208 Deercliff Dr,Tampa,FL 33647,USA"	10208 Deercliff Dr	Tampa	USA
46	3	5	12	294478	FL	Florida	28.040826	-81.697079	"28.040826,-81.697079"	"137 Rebecca Dr NE,Winter Haven,FL 33881,USA"	137 Rebecca Dr NE	Winter Haven	USA
47	3	5	12	294478	FL	Florida	27.947009	-81.072365	"27.947009,-81.072365"	"Florida's Turnpike,Kenansville,FL 34739,USA"	Florida's Turnpike	Kenansville	USA
48	3	5	12	294478	FL	Florida	27.84926	-80.449196	"27.84926,-80.449196"	"A1A,Vero Beach,FL 32963,USA"	A1A	Vero Beach	USA
49	3	7	48	1779801	TX	Texas	29.367138	-103.452603	"29.367138,-103.452603"	"Terlingua Ranch Gate 2 Rd,Terlingua,TX 79852,USA"	Terlingua Ranch Gate 2 Rd	Terlingua	USA
50	3	7	48	1779801	TX	Texas	29.52682	-100.876239	"29.52682,-100.876239"	"Unnamed Rd,Del Rio,TX 78840,USA"	Unnamed Rd	Del Rio	USA
51	3	7	48	1779801	TX	Texas	29.556325	-100.230638	"29.556325,-100.230638"	"Unnamed Rd,Brackettville,TX 78832,USA"	Unnamed Rd	Brackettville	USA
52	3	7	48	1779801	TX	Texas	29.58165	-99.584572	"29.58165,-99.584572"	"County Road 380,Utopia,TX 78884,USA"	County Road 380	Utopia	USA
53	3	7	48	1779801	TX	Texas	29.602791	-98.938111	"29.602791,-98.938111"	"Scenic Summit Rd,Pipe Creek,TX 78063,USA"	Scenic Summit Rd	Pipe Creek	USA
54	3	7	48	1779801	TX	Texas	29.619742	-98.291328	"29.619742,-98.291328"	"17349 Bell N Dr,Selma,TX 78154,USA"	17349 Bell N Dr	Selma	USA
55	3	7	48	1779801	TX	Texas	29.632501	-97.644293	"29.632501,-97.644293"	"987 Webb Rd,Luling,TX 78648,USA"	987 Webb Rd	Luling	USA
56	3	7	48	1779801	TX	Texas	29.641065	-96.997076	"29.641065,-96.997076"	"3143 Smith-Marek Rd,Schulenburg,TX 78956,USA"	3143 Smith-Marek Rd	Schulenburg	USA
57	3	7	48	1779801	TX	Texas	29.645432	-96.349749	"29.645432,-96.349749"	"Unnamed Rd,Eagle Lake,TX 77434,USA"	Unnamed Rd	Eagle Lake	USA
58	3	7	48	1779801	TX	Texas	29.645601	-95.702384	"29.645601,-95.702384"	"Grand Pkwy,Richmond,TX 77406,USA"	Grand Pkwy	Richmond	USA
59	3	7	48	1779801	TX	Texas	29.641572	-95.055052	"29.641572,-95.055052"	"13031 Bay Area Blvd,Pasadena,TX 77507,USA"	13031 Bay Area Blvd	Pasadena	USA
60	3	7	48	1779801	TX	Texas	29.633346	-94.407824	"29.633346,-94.407824"	"Unnamed Rd,Anahuac,TX 77514,USA"	Unnamed Rd	Anahuac	USA
61	3	7	22	1629543	LA	Louisiana	29.583508	-92.467476	"29.583508,-92.467476"	"Unnamed Rd,Kaplan,LA 70548,USA"	Unnamed Rd	Kaplan	USA
62	3	7	22	1629543	LA	Louisiana	29.55852	-91.821376	"29.55852,-91.821376"	"10,LA,USA"		10	USA
63	3	7	22	1629543	LA	Louisiana	29.529351	-91.175734	"29.529351,-91.175734"	"Unnamed Rd,6,LA,USA"	Unnamed Rd	6	USA
64	3	7	22	1629543	LA	Louisiana	29.496009	-90.530621	"29.496009,-90.530621"	"Pointe Aux Chenes Rd,Montegut,LA 70377,USA"	Pointe Aux Chenes Rd	Montegut	USA
65	3	7	22	1629543	LA	Louisiana	29.458499	-89.886108	"29.458499,-89.886108"	"124 W Bayou Ln,Port Sulphur,LA 70083,USA"	124 W Bayou Ln	Port Sulphur	USA
66	3	7	22	1629543	LA	Louisiana	29.416829	-89.242262	"29.416829,-89.242262"	"1,LA,USA"		1	USA
67	3	5	12	294478	FL	Florida	28.68694	-82.223421	"28.68694,-82.223421"	"4477-4379 SW 81st St,Bushnell,FL 33513,USA"	4477-4379 SW 81st St	Bushnell	USA
68	3	5	12	294478	FL	Florida	28.59625	-81.592814	"28.59625,-81.592814"	"1633 N Fullers Cross Rd,Winter Garden,FL 34787,USA"	1633 N Fullers Cross Rd	Winter Garden	USA
69	3	5	12	294478	FL	Florida	28.501574	-80.963724	"28.501574,-80.963724"	"Florida Trail,Christmas,FL 32709,USA"	Florida Trail	Christmas	USA
70	3	7	48	1779801	TX	Texas	29.879795	-104.155029	"29.879795,-104.155029"	"Unnamed Rd,Marfa,TX 79843,USA"	Unnamed Rd	Marfa	USA
71	3	7	48	1779801	TX	Texas	29.930552	-103.508068	"29.930552,-103.508068"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
72	3	7	48	1779801	TX	Texas	29.977131	-102.860278	"29.977131,-102.860278"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
73	3	7	48	1779801	TX	Texas	30.01952	-102.211728	"30.01952,-102.211728"	"Unnamed Rd,Sanderson,TX 79848,USA"	Unnamed Rd	Sanderson	USA
74	3	7	48	1779801	TX	Texas	30.057713	-101.562489	"30.057713,-101.562489"	"Unnamed Rd,Langtry,TX 78871,USA"	Unnamed Rd	Langtry	USA
75	3	7	48	1779801	TX	Texas	30.091701	-100.912633	"30.091701,-100.912633"	"Unnamed Rd,Sonora,TX 76950,USA"	Unnamed Rd	Sonora	USA
76	3	7	48	1779801	TX	Texas	30.121477	-100.262229	"30.121477,-100.262229"	"Unnamed Rd,Rocksprings,TX 78880,USA"	Unnamed Rd	Rocksprings	USA
77	3	7	48	1779801	TX	Texas	30.147035	-99.61135	"30.147035,-99.61135"	"Corry Sue Trail NW,Mountain Home,TX 78058,USA"	Corry Sue Trail NW	Mountain Home	USA
78	3	7	48	1779801	TX	Texas	30.16837	-98.960069	"30.16837,-98.960069"	"Unnamed Rd,Fredericksburg,TX 78624,USA"	Unnamed Rd	Fredericksburg	USA
79	3	7	48	1779801	TX	Texas	30.185477	-98.308457	"30.185477,-98.308457"	"Clear Rock Ranch Rd,Blanco,TX 78606,USA"	Clear Rock Ranch Rd	Blanco	USA
80	3	7	48	1779801	TX	Texas	30.198354	-97.656588	"30.198354,-97.656588"	"New Airport Dr,Austin-Bergstrom International Airport (AUS),Austin,TX 78719,USA"	New Airport DrAustin-Bergstrom International Airport (AUS)	Austin	USA
81	3	7	48	1779801	TX	Texas	30.206996	-97.004533	"30.206996,-97.004533"	"1704 Cr 105,Giddings,TX 78942,USA"	1704 Cr 105	Giddings	USA
82	3	7	48	1779801	TX	Texas	30.211403	-96.352365	"30.211403,-96.352365"	"2075 Rau Rd,Brenham,TX 77833,USA"	2075 Rau Rd	Brenham	USA
83	3	7	48	1779801	TX	Texas	30.211574	-95.700159	"30.211574,-95.700159"	"30900-31126 Green Tree Ln,Pinehurst,TX 77362,USA"	30900-31126 Green Tree Ln	Pinehurst	USA
84	3	7	48	1779801	TX	Texas	30.207508	-95.047985	"30.207508,-95.047985"	"County Road 3470 N,Cleveland,TX 77327,USA"	County Road 3470 N	Cleveland	USA
85	3	7	48	1779801	TX	Texas	30.199206	-94.395919	"30.199206,-94.395919"	"Hob Warren Rd,Sour Lake,TX 77659,USA"	Hob Warren Rd	Sour Lake	USA
86	3	7	48	1779801	TX	Texas	30.186671	-93.744031	"30.186671,-93.744031"	"5318 Old Peveto Rd,Orange,TX 77632,USA"	5318 Old Peveto Rd	Orange	USA
87	3	7	22	1629543	LA	Louisiana	30.169904	-93.092396	"30.169904,-93.092396"	"5379-5589 Manchester Rd,Iowa,LA 70647,USA"	5379-5589 Manchester Rd	Iowa	USA
88	3	7	22	1629543	LA	Louisiana	30.14891	-92.441085	"30.14891,-92.441085"	"2837-2839 Roy Rd,Crowley,LA 70526,USA"	2837-2839 Roy Rd	Crowley	USA
89	3	7	22	1629543	LA	Louisiana	30.123692	-91.790172	"30.123692,-91.790172"	"1152 Martin Dautreuil Rd,St Martinville,LA 70582,USA"	1152 Martin Dautreuil Rd	St Martinville	USA
90	3	7	22	1629543	LA	Louisiana	30.094255	-91.139727	"30.094255,-91.139727"	"37807-38857 State Highway 69,White Castle,LA 70788,USA"	37807-38857 State Highway 69	White Castle	USA
91	3	7	22	1629543	LA	Louisiana	30.060606	-90.489824	"30.060606,-90.489824"	"334-498 W 2nd St,LaPlace,LA 70068,USA"	334-498 W 2nd St	LaPlace	USA
92	3	7	22	1629543	LA	Louisiana	30.022752	-89.840532	"30.022752,-89.840532"	"1680 Chef Menteur Hwy,New Orleans,LA 70129,USA"	1680 Chef Menteur Hwy	New Orleans	USA
93	3	7	22	1629543	LA	Louisiana	29.9807	-89.191924	"29.9807,-89.191924"	"E,LA,USA"		E	USA
94	3	5	12	294478	FL	Florida	29.640772	-85.318542	"29.640772,-85.318542"	"134 Cape Dunes Dr,Port St Joe,FL 32456,USA"	134 Cape Dunes Dr	Port St Joe	USA
95	3	5	12	294478	FL	Florida	29.331602	-82.758673	"29.331602,-82.758673"	"State Highway 24,Chiefland,FL 32626,USA"	State Highway 24	Chiefland	USA
96	3	5	12	294478	FL	Florida	29.244125	-82.122109	"29.244125,-82.122109"	"5520 NE 13th Ave,Ocala,FL 34479,USA"	5520 NE 13th Ave	Ocala	USA
97	3	5	12	294478	FL	Florida	29.152607	-81.487033	"29.152607,-81.487033"	"1170 Mandy Ln,Astor,FL 32102,USA"	1170 Mandy Ln	Astor	USA
98	3	5	12	294478	FL	Florida	29.057067	-80.853506	"29.057067,-80.853506"	"565 N Atlantic Ave,New Smyrna Beach,FL 32169,USA"	565 N Atlantic Ave	New Smyrna Beach	USA
99	3	7	48	1779801	TX	Texas	30.443672	-104.216119	"30.443672,-104.216119"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
100	3	7	48	1779801	TX	Texas	30.494894	-103.564363	"30.494894,-103.564363"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
101	3	7	48	1779801	TX	Texas	30.541898	-102.911758	"30.541898,-102.911758"	"U.S. 385,Fort Stockton,TX 79735,USA"	U.S. 385	Fort Stockton	USA
102	3	7	48	1779801	TX	Texas	30.584676	-102.258377	"30.584676,-102.258377"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
103	3	7	48	1779801	TX	Texas	30.623219	-101.604291	"30.623219,-101.604291"	"Hoover Divide Rd,Sheffield,TX 79781,USA"	Hoover Divide Rd	Sheffield	USA
104	3	7	48	1779801	TX	Texas	30.657518	-100.949572	"30.657518,-100.949572"	"Interstate 10,Sonora,TX 76950,USA"	Interstate 10	Sonora	USA
105	3	7	48	1779801	TX	Texas	30.687567	-100.294295	"30.687567,-100.294295"	"Unnamed Rd,Sonora,TX 76950,USA"	Unnamed Rd	Sonora	USA
106	3	7	48	1779801	TX	Texas	30.713359	-99.638532	"30.713359,-99.638532"	"Unnamed Rd,Menard,TX 76859,USA"	Unnamed Rd	Menard	USA
107	3	7	48	1779801	TX	Texas	30.73489	-98.982357	"30.73489,-98.982357"	"Austin St,Art,TX 76820,USA"	Austin St	Art	USA
108	3	7	48	1779801	TX	Texas	30.752154	-98.325844	"30.752154,-98.325844"	"812 Deer Springs Dr,Burnet,TX 78611,USA"	812 Deer Springs Dr	Burnet	USA
109	3	7	48	1779801	TX	Texas	30.765148	-97.669068	"30.765148,-97.669068"	"2701 County Road 234,Georgetown,TX 78633,USA"	2701 County Road 234	Georgetown	USA
110	3	7	48	1779801	TX	Texas	30.77387	-97.012102	"30.77387,-97.012102"	"Unnamed Rd,Cameron,TX 76520,USA"	Unnamed Rd	Cameron	USA
111	3	7	48	1779801	TX	Texas	30.778317	-96.35502	"30.778317,-96.35502"	"6025-7201 Bar P Ranch Rd,Bryan,TX 77808,USA"	6025-7201 Bar P Ranch Rd	Bryan	USA
112	3	7	48	1779801	TX	Texas	30.77849	-95.697899	"30.77849,-95.697899"	"2251 Hwy 75 N,Huntsville,TX 77320,USA"	2251 Hwy 75 N	Huntsville	USA
113	3	7	48	1779801	TX	Texas	30.774386	-95.040812	"30.774386,-95.040812"	"245 Alabama Point,Livingston,TX 77351,USA"	245 Alabama Point	Livingston	USA
114	3	7	48	1779801	TX	Texas	30.766009	-94.383834	"30.766009,-94.383834"	"County Road 4300,Woodville,TX 75979,USA"	County Road 4300	Woodville	USA
115	3	7	48	1779801	TX	Texas	30.753359	-93.727039	"30.753359,-93.727039"	"County Road 4025,Newton,TX 75966,USA"	County Road 4025	Newton	USA
116	3	7	22	1629543	LA	Louisiana	30.736438	-93.070502	"30.736438,-93.070502"	"283-299 Henry Burnett Loop,DeRidder,LA 70634,USA"	283-299 Henry Burnett Loop	DeRidder	USA
117	3	7	22	1629543	LA	Louisiana	30.715251	-92.414297	"30.715251,-92.414297"	"1416-1418 Red Fox Ln,Ville Platte,LA 70586,USA"	1416-1418 Red Fox Ln	Ville Platte	USA
118	3	7	22	1629543	LA	Louisiana	30.689802	-91.758498	"30.689802,-91.758498"	"Par Road 4229,Melville,LA 71353,USA"	Par Road 4229	Melville	USA
119	3	7	22	1629543	LA	Louisiana	30.660096	-91.103179	"30.660096,-91.103179"	"6676-6698 Lakeridge Dr,Zachary,LA 70791,USA"	6676-6698 Lakeridge Dr	Zachary	USA
120	3	7	22	1629543	LA	Louisiana	30.626138	-90.448414	"30.626138,-90.448414"	"223-295 S Bennett Rd,Independence,LA 70443,USA"	223-295 S Bennett Rd	Independence	USA
121	3	6	28	1779790	MS	Mississippi	30.587937	-89.794274	"30.587937,-89.794274"	"2-98 Island Rd,Picayune,MS 39466,USA"	2-98 Island Rd	Picayune	USA
122	3	6	28	1779790	MS	Mississippi	30.5455	-89.140833	"30.5455,-89.140833"	"18055 Carson Ct,Saucier,MS 39574,USA"	18055 Carson Ct	Saucier	USA
123	3	6	28	1779790	MS	Mississippi	30.498835	-88.488163	"30.498835,-88.488163"	"7302 Greenfields Rd,Moss Point,MS 39562,USA"	7302 Greenfields Rd	Moss Point	USA
124	3	6	1	1779775	AL	Alabama	30.447953	-87.836336	"30.447953,-87.836336"	"10956 Wilda Ct,Fairhope,AL 36532,USA"	10956 Wilda Ct	Fairhope	USA
125	3	5	12	294478	FL	Florida	30.392863	-87.185422	"30.392863,-87.185422"	"Gulf Breeze Pkwy,Gulf Breeze,FL 32561,USA"	Gulf Breeze Pkwy	Gulf Breeze	USA
126	3	5	12	294478	FL	Florida	30.270106	-85.886616	"30.270106,-85.886616"	"Unnamed Rd,Panama City Beach,FL 32413,USA"	Unnamed Rd	Panama City Beach	USA
127	3	5	12	294478	FL	Florida	30.202465	-85.238863	"30.202465,-85.238863"	"CCC Road No 7,Wewahitchka,FL 32465,USA"	CCC Road No 7	Wewahitchka	USA
128	3	5	12	294478	FL	Florida	30.130666	-84.592302	"30.130666,-84.592302"	"Forest Road 345,Apalachicola National Forest,Sopchoppy,FL 32358,USA"	Forest Road 345Apalachicola National Forest	Sopchoppy	USA
129	3	5	12	294478	FL	Florida	30.054724	-83.946999	"30.054724,-83.946999"	"Unnamed Rd,LAMONT,FL 32336,USA"	Unnamed Rd	LAMONT	USA
130	3	5	12	294478	FL	Florida	29.974655	-83.303022	"29.974655,-83.303022"	"Unnamed Rd,Mayo,FL 32066,USA"	Unnamed Rd	Mayo	USA
131	3	5	12	294478	FL	Florida	29.890475	-82.660437	"29.890475,-82.660437"	"3191 SW County Road 778,Fort White,FL 32038,USA"	3191 SW County Road 778	Fort White	USA
132	3	5	12	294478	FL	Florida	29.802201	-82.019308	"29.802201,-82.019308"	"6535 Immokalee Rd,Keystone Heights,FL 32656,USA"	6535 Immokalee Rd	Keystone Heights	USA
133	3	5	12	294478	FL	Florida	29.70985	-81.379701	"29.70985,-81.379701"	"Unnamed Rd,Hastings,FL 32145,USA"	Unnamed Rd	Hastings	USA
134	3	7	48	1779801	TX	Texas	30.952493	-104.933812	"30.952493,-104.933812"	"Unnamed Rd,Van Horn,TX 79855,USA"	Unnamed Rd	Van Horn	USA
135	3	7	48	1779801	TX	Texas	31.008427	-104.278129	"31.008427,-104.278129"	"Fence Post Rd,TX,USA"		Fence Post Rd	USA
136	3	7	48	1779801	TX	Texas	31.060116	-103.621506	"31.060116,-103.621506"	"State Highway 17,Saragosa,TX 79780,USA"	State Highway 17	Saragosa	USA
137	3	7	48	1779801	TX	Texas	31.107549	-102.964015	"31.107549,-102.964015"	"Unnamed Rd,Fort Stockton,TX 79735,USA"	Unnamed Rd	Fort Stockton	USA
138	3	7	48	1779801	TX	Texas	31.150718	-102.30573	"31.150718,-102.30573"	"Unnamed Rd,TX,USA"		Unnamed Rd	USA
139	3	7	48	1779801	TX	Texas	31.189612	-101.646724	"31.189612,-101.646724"	"Golf Course Rd,Big Lake,TX 76932,USA"	Golf Course Rd	Big Lake	USA
140	3	7	48	1779801	TX	Texas	31.224225	-100.987071	"31.224225,-100.987071"	"N Dutchwoman Rd,Mertzon,TX 76941,USA"	N Dutchwoman Rd	Mertzon	USA
141	3	7	48	1779801	TX	Texas	31.254548	-100.326847	"31.254548,-100.326847"	"Unnamed Rd,San Angelo,TX 76904,USA"	Unnamed Rd	San Angelo	USA
142	3	7	48	1779801	TX	Texas	31.280576	-99.666126	"31.280576,-99.666126"	"County Road 4077,Melvin,TX 76858,USA"	County Road 4077	Melvin	USA
143	3	7	48	1779801	TX	Texas	31.302303	-99.004984	"31.302303,-99.004984"	"County Road 256,Richland Springs,TX 76871,USA"	County Road 256	Richland Springs	USA
144	3	7	48	1779801	TX	Texas	31.319725	-98.343495	"31.319725,-98.343495"	"17901 County Road 2200,Lometa,TX 76853,USA"	17901 County Road 2200	Lometa	USA
145	3	7	48	1779801	TX	Texas	31.332838	-97.681737	"31.332838,-97.681737"	"E Range Rd,Gatesville,TX 76528,USA"	E Range Rd	Gatesville	USA
146	3	7	48	1779801	TX	Texas	31.341639	-97.019785	"31.341639,-97.019785"	"County Road 417,Chilton,TX 76632,USA"	County Road 417	Chilton	USA
147	3	7	48	1779801	TX	Texas	31.346128	-96.357716	"31.346128,-96.357716"	"Lcr 735,Thornton,TX 76687,USA"	Lcr 735	Thornton	USA
148	3	7	48	1779801	TX	Texas	31.346301	-95.695605	"31.346301,-95.695605"	"Farm to Market 542,Centerville,TX 75833,USA"	Farm to Market 542	Centerville	USA
149	3	7	48	1779801	TX	Texas	31.342161	-95.03353	"31.342161,-95.03353"	"Forest Service Road 503,Davy Crockett National Forest,Kennard,TX 75847,USA"	Forest Service Road 503Davy Crockett National Forest	Kennard	USA
150	3	7	48	1779801	TX	Texas	31.333706	-94.371566	"31.333706,-94.371566"	"County Road 489,Angelina National Forest,Etoile,TX 75944,USA"	County Road 489Angelina National Forest	Etoile	USA
151	3	7	48	1779801	TX	Texas	31.320941	-93.709789	"31.320941,-93.709789"	"Farm to Market Road 3382,Sabine National Forest,Hemphill,TX 75948,USA"	Farm to Market Road 3382Sabine National Forest	Hemphill	USA
152	3	7	22	1629543	LA	Louisiana	31.303866	-93.048276	"31.303866,-93.048276"	"State Highway 465,Leesville,LA 71446,USA"	State Highway 465	Leesville	USA
153	3	7	22	1629543	LA	Louisiana	31.282485	-92.387103	"31.282485,-92.387103"	"Unnamed Rd,Pineville,LA 71360,USA"	Unnamed Rd	Pineville	USA
154	3	7	22	1629543	LA	Louisiana	31.256803	-91.726345	"31.256803,-91.726345"	"Unnamed Rd,Acme,LA 71316,USA"	Unnamed Rd	Acme	USA
155	3	6	28	1779790	MS	Mississippi	31.226826	-91.066078	"31.226826,-91.066078"	"1284-2098 Stump Rd,Crosby,MS 39633,USA"	1284-2098 Stump Rd	Crosby	USA
156	3	6	28	1779790	MS	Mississippi	31.192558	-90.406377	"31.192558,-90.406377"	"3000-3032 E Fernwood Rd,McComb,MS 39648,USA"	3000-3032 E Fernwood Rd	McComb	USA
157	3	6	28	1779790	MS	Mississippi	31.154008	-89.747316	"31.154008,-89.747316"	"209-457 Old Mississippi 13,Columbia,MS 39429,USA"	209-457 Old Mississippi 13	Columbia	USA
